2021-11-05 13:18:10
2021-11-05 18:42:16

step :5000 |ssim:0.5703| psnr:18.9811
step :780000 |ssim:0.9549| psnr:30.5211
step :790000 |ssim:0.9545| psnr:30.3753
step :800000 |ssim:0.9556| psnr:30.6644
step :810000 |ssim:0.9546| psnr:30.3174
step :820000 |ssim:0.9566| psnr:30.8622
 model saved at step :820000| max_psnr:30.8622|max_ssim:0.9566
step :830000 |ssim:0.9558| psnr:30.8008
step :840000 |ssim:0.9540| psnr:30.2273
step :850000 |ssim:0.9556| psnr:30.7727
step :860000 |ssim:0.9532| psnr:30.0746
step :870000 |ssim:0.9549| psnr:30.5268
step :880000 |ssim:0.9551| psnr:30.5907
step :890000 |ssim:0.9555| psnr:30.6531
step :900000 |ssim:0.9552| psnr:30.6447
step :910000 |ssim:0.9556| psnr:30.6748
step :920000 |ssim:0.9546| psnr:30.4383
step :930000 |ssim:0.9546| psnr:30.4309
step :940000 |ssim:0.9552| psnr:30.6583
step :950000 |ssim:0.9551| psnr:30.5883
step :960000 |ssim:0.9550| psnr:30.5730
step :970000 |ssim:0.9550| psnr:30.5354
step :980000 |ssim:0.9550| psnr:30.5493
step :990000 |ssim:0.9552| psnr:30.5936
step :1000000 |ssim:0.9551| psnr:30.57962022-06-07 19:43:492022-06-07 20:17:38
2022-06-07 20:18:30
2022-06-07 20:19:13
2022-06-07 20:22:47
2022-06-07 20:28:14
2022-06-07 20:28:46
2022-06-07 20:30:18
2022-06-07 20:34:13
2022-06-07 20:35:14
2022-06-07 20:36:41
2022-06-07 20:38:04
2022-06-07 20:46:48
2022-06-07 20:48:45
2022-06-07 20:49:32
2022-06-07 20:53:53
2022-06-07 20:56:06
2022-06-07 20:58:05
2022-06-07 20:59:17
2022-06-07 20:59:45
2022-06-07 21:00:45
2022-06-07 21:12:42

step :810000 |ssim:0.9450| psnr:29.8121
 model saved at step :810000| max_psnr:29.8121|max_ssim:0.9450
step :820000 |ssim:0.9519| psnr:30.5243
 model saved at step :820000| max_psnr:30.5243|max_ssim:0.9519
step :830000 |ssim:0.9500| psnr:29.8917
step :840000 |ssim:0.9519| psnr:30.2636
step :850000 |ssim:0.9526| psnr:30.5177
step :860000 |ssim:0.9538| psnr:30.7249
 model saved at step :860000| max_psnr:30.7249|max_ssim:0.9538
step :870000 |ssim:0.9532| psnr:30.5344
step :880000 |ssim:0.9526| psnr:30.3465
step :890000 |ssim:0.9534| psnr:30.4336
step :900000 |ssim:0.9531| psnr:30.4157
step :910000 |ssim:0.9540| psnr:30.6511
step :920000 |ssim:0.9533| psnr:30.4389
step :930000 |ssim:0.9536| psnr:30.5381
step :940000 |ssim:0.9534| psnr:30.4986
step :950000 |ssim:0.9533| psnr:30.4353
step :960000 |ssim:0.9533| psnr:30.4534
step :970000 |ssim:0.9532| psnr:30.4536
step :980000 |ssim:0.9532| psnr:30.4211
step :990000 |ssim:0.9533| psnr:30.4667
step :1000000 |ssim:0.9533| psnr:30.45402022-06-09 04:23:252022-06-13 00:09:58
2022-06-13 00:11:28
2022-06-13 11:28:43

step :510000 |ssim:0.9289| psnr:30.0296
 model saved at step :510000| max_psnr:30.0296|max_ssim:0.9289
step :520000 |ssim:0.9289| psnr:30.0066
step :530000 |ssim:0.9284| psnr:29.9559
step :540000 |ssim:0.9291| psnr:30.0994
 model saved at step :540000| max_psnr:30.0994|max_ssim:0.9291
step :550000 |ssim:0.9290| psnr:30.0487
step :560000 |ssim:0.9283| psnr:29.9950
step :570000 |ssim:0.9286| psnr:29.9843
step :580000 |ssim:0.9286| psnr:30.0044
step :590000 |ssim:0.9288| psnr:30.0472
step :600000 |ssim:0.9286| psnr:30.0078
step :610000 |ssim:0.9286| psnr:29.9838
step :620000 |ssim:0.9284| psnr:29.9643
step :630000 |ssim:0.9285| psnr:29.9723
step :640000 |ssim:0.9288| psnr:30.0163
step :650000 |ssim:0.9287| psnr:30.0138
step :660000 |ssim:0.9288| psnr:30.0156
step :670000 |ssim:0.9289| psnr:30.0409
step :680000 |ssim:0.9287| psnr:30.0095
step :690000 |ssim:0.9287| psnr:30.0084
step :700000 |ssim:0.9290| psnr:30.0840
step :710000 |ssim:0.9287| psnr:30.0033
step :720000 |ssim:0.9289| psnr:30.0612
step :730000 |ssim:0.9288| psnr:30.0417
step :740000 |ssim:0.9288| psnr:30.0296
step :750000 |ssim:0.9285| psnr:29.9553
step :760000 |ssim:0.9289| psnr:30.0185
step :770000 |ssim:0.9288| psnr:30.0405
step :780000 |ssim:0.9288| psnr:30.0283
step :790000 |ssim:0.9288| psnr:30.0230
step :800000 |ssim:0.9289| psnr:30.0402
step :810000 |ssim:0.9288| psnr:30.0132
step :820000 |ssim:0.9289| psnr:30.0466
step :830000 |ssim:0.9288| psnr:30.0118
step :840000 |ssim:0.9290| psnr:30.0589
step :850000 |ssim:0.9290| psnr:30.0596
step :860000 |ssim:0.9288| psnr:30.0037
step :870000 |ssim:0.9289| psnr:30.0323
step :880000 |ssim:0.9288| psnr:30.0242
step :890000 |ssim:0.9289| psnr:30.0275
step :900000 |ssim:0.9290| psnr:30.0420
step :910000 |ssim:0.9288| psnr:30.0263
step :920000 |ssim:0.9289| psnr:30.0374
step :930000 |ssim:0.9289| psnr:30.0353
step :940000 |ssim:0.9289| psnr:30.0337
step :950000 |ssim:0.9288| psnr:30.0222
step :960000 |ssim:0.9288| psnr:30.0192
step :970000 |ssim:0.9289| psnr:30.0281
step :980000 |ssim:0.9288| psnr:30.0263
step :990000 |ssim:0.9289| psnr:30.0278
step :1000000 |ssim:0.9289| psnr:30.02792022-06-14 14:22:542022-06-21 23:21:51

step :510000 |ssim:0.9286| psnr:30.0700
 model saved at step :510000| max_psnr:30.0700|max_ssim:0.9286
step :520000 |ssim:0.9257| psnr:29.6038
step :530000 |ssim:0.9282| psnr:29.8969
step :540000 |ssim:0.9279| psnr:29.8090
step :550000 |ssim:0.9283| psnr:29.9579
step :560000 |ssim:0.9282| psnr:29.9118
step :570000 |ssim:0.9284| psnr:29.8561
step :580000 |ssim:0.9287| psnr:29.9744
step :590000 |ssim:0.9286| psnr:29.9176
step :600000 |ssim:0.9293| psnr:30.0504
step :610000 |ssim:0.9283| psnr:29.8968
step :620000 |ssim:0.9282| psnr:29.8428
step :630000 |ssim:0.9288| psnr:29.9850
step :640000 |ssim:0.9283| psnr:29.8391
step :650000 |ssim:0.9285| psnr:29.8767
step :660000 |ssim:0.9291| psnr:29.9598
step :670000 |ssim:0.9289| psnr:29.9263
step :680000 |ssim:0.9297| psnr:30.0749
 model saved at step :680000| max_psnr:30.0749|max_ssim:0.9297
step :690000 |ssim:0.9293| psnr:29.9955
step :700000 |ssim:0.9289| psnr:29.9421
step :710000 |ssim:0.9289| psnr:29.8574
step :720000 |ssim:0.9284| psnr:29.7771
step :730000 |ssim:0.9292| psnr:29.9572
step :740000 |ssim:0.9293| psnr:29.9811
step :750000 |ssim:0.9292| psnr:29.9311
step :760000 |ssim:0.9297| psnr:30.1010
 model saved at step :760000| max_psnr:30.1010|max_ssim:0.9297
step :770000 |ssim:0.9288| psnr:29.8854
step :780000 |ssim:0.9289| psnr:29.9549
step :790000 |ssim:0.9290| psnr:29.9026
step :800000 |ssim:0.9297| psnr:30.0809
step :810000 |ssim:0.9293| psnr:29.9499
step :820000 |ssim:0.9293| psnr:29.9727
step :830000 |ssim:0.9292| psnr:29.9673
step :840000 |ssim:0.9291| psnr:29.9310
step :850000 |ssim:0.9290| psnr:29.9189
step :860000 |ssim:0.9293| psnr:29.9760
step :870000 |ssim:0.9291| psnr:29.9497
step :880000 |ssim:0.9294| psnr:29.9882
step :890000 |ssim:0.9291| psnr:29.9054
step :900000 |ssim:0.9288| psnr:29.8504
step :910000 |ssim:0.9294| psnr:29.9836
step :920000 |ssim:0.9295| psnr:30.0032
step :930000 |ssim:0.9293| psnr:29.9466
step :940000 |ssim:0.9295| psnr:30.0081
step :950000 |ssim:0.9293| psnr:29.9653
step :960000 |ssim:0.9294| psnr:30.0113
step :970000 |ssim:0.9294| psnr:29.9936
step :980000 |ssim:0.9294| psnr:29.9898
step :990000 |ssim:0.9294| psnr:30.0010
step :1000000 |ssim:0.9294| psnr:30.00112022-06-24 21:40:342022-07-15 11:14:00
2022-07-15 11:14:52
2022-07-15 11:15:11
2022-07-15 11:15:43
2022-07-15 11:24:27
2022-07-15 12:21:14
2022-07-15 12:22:10

step :5000 |ssim:0.8753| psnr:22.1061
 model saved at step :5000| max_psnr:22.1061|max_ssim:0.8753
step :10000 |ssim:0.9326| psnr:24.9757
 model saved at step :10000| max_psnr:24.9757|max_ssim:0.9326
step :15000 |ssim:0.9326| psnr:25.4783
step :20000 |ssim:0.9453| psnr:25.9826
 model saved at step :20000| max_psnr:25.9826|max_ssim:0.9453
step :25000 |ssim:0.9558| psnr:26.6148
 model saved at step :25000| max_psnr:26.6148|max_ssim:0.9558
step :30000 |ssim:0.9406| psnr:24.9444
step :35000 |ssim:0.9590| psnr:27.1141
 model saved at step :35000| max_psnr:27.1141|max_ssim:0.9590
step :40000 |ssim:0.9424| psnr:26.3717
step :45000 |ssim:0.9416| psnr:26.5076
step :50000 |ssim:0.9421| psnr:26.3135
step :55000 |ssim:0.9295| psnr:25.2410
step :60000 |ssim:0.9372| psnr:24.5585
step :65000 |ssim:0.9634| psnr:27.5102
 model saved at step :65000| max_psnr:27.5102|max_ssim:0.9634
step :70000 |ssim:0.9566| psnr:27.1565
step :75000 |ssim:0.9580| psnr:27.8973
step :80000 |ssim:0.9553| psnr:27.4990
step :85000 |ssim:0.9685| psnr:28.5305
 model saved at step :85000| max_psnr:28.5305|max_ssim:0.9685
step :90000 |ssim:0.9666| psnr:29.0060
step :95000 |ssim:0.9629| psnr:27.1255
step :100000 |ssim:0.9648| psnr:27.9549
step :105000 |ssim:0.9679| psnr:28.2515
step :110000 |ssim:0.9573| psnr:26.0661
step :115000 |ssim:0.9679| psnr:28.9004
step :120000 |ssim:0.9439| psnr:27.2679
step :125000 |ssim:0.9679| psnr:28.4408
step :130000 |ssim:0.9693| psnr:29.3465
 model saved at step :130000| max_psnr:29.3465|max_ssim:0.9693
step :135000 |ssim:0.9579| psnr:26.6366
step :140000 |ssim:0.9676| psnr:28.6675
step :145000 |ssim:0.9681| psnr:29.4784
step :150000 |ssim:0.9653| psnr:28.4221
step :155000 |ssim:0.9707| psnr:28.9899
step :160000 |ssim:0.9679| psnr:29.0930
step :165000 |ssim:0.9693| psnr:29.2145
step :170000 |ssim:0.9702| psnr:29.3462
step :175000 |ssim:0.9735| psnr:29.7508
 model saved at step :175000| max_psnr:29.7508|max_ssim:0.9735
step :180000 |ssim:0.9650| psnr:28.9443
step :185000 |ssim:0.9716| psnr:29.5918
step :190000 |ssim:0.9724| psnr:29.3164
step :195000 |ssim:0.9709| psnr:29.8889
step :200000 |ssim:0.9718| psnr:29.7495
step :205000 |ssim:0.9710| psnr:29.7940
step :210000 |ssim:0.9706| psnr:29.2691
step :215000 |ssim:0.9752| psnr:30.3460
 model saved at step :215000| max_psnr:30.3460|max_ssim:0.9752
step :220000 |ssim:0.9724| psnr:29.8340
step :225000 |ssim:0.9743| psnr:30.5108
step :230000 |ssim:0.9640| psnr:29.0968
step :235000 |ssim:0.9735| psnr:30.3197
step :240000 |ssim:0.9711| psnr:29.9633
step :245000 |ssim:0.9686| psnr:28.9529
step :250000 |ssim:0.9728| psnr:30.2112
step :255000 |ssim:0.9719| psnr:30.0282
step :260000 |ssim:0.9662| psnr:30.0220
step :265000 |ssim:0.9714| psnr:29.2416
step :270000 |ssim:0.9773| psnr:30.7817
 model saved at step :270000| max_psnr:30.7817|max_ssim:0.9773
step :275000 |ssim:0.9742| psnr:30.6286
step :280000 |ssim:0.9769| psnr:31.0642
step :285000 |ssim:0.9674| psnr:29.7193
step :290000 |ssim:0.9719| psnr:30.2942
step :295000 |ssim:0.9762| psnr:30.9094
step :300000 |ssim:0.9749| psnr:30.6909
step :305000 |ssim:0.9744| psnr:30.3267
step :310000 |ssim:0.9745| psnr:30.2566
step :315000 |ssim:0.9745| psnr:30.4665
step :320000 |ssim:0.9764| psnr:30.6723
step :325000 |ssim:0.9733| psnr:30.7869
step :330000 |ssim:0.9740| psnr:30.5574
step :335000 |ssim:0.9768| psnr:31.1212
step :340000 |ssim:0.9762| psnr:30.7981
step :345000 |ssim:0.9768| psnr:30.9605
step :350000 |ssim:0.9723| psnr:30.2777
step :355000 |ssim:0.9731| psnr:30.0107
step :360000 |ssim:0.9763| psnr:30.8238
step :365000 |ssim:0.9739| psnr:30.3543
step :370000 |ssim:0.9773| psnr:31.1677
 model saved at step :370000| max_psnr:31.1677|max_ssim:0.9773
step :375000 |ssim:0.9724| psnr:30.1502
step :380000 |ssim:0.9766| psnr:31.0149
step :385000 |ssim:0.9764| psnr:30.7544
step :390000 |ssim:0.9766| psnr:31.0446
step :395000 |ssim:0.9765| psnr:30.9398
step :400000 |ssim:0.9760| psnr:30.7724
step :405000 |ssim:0.9777| psnr:31.1305
step :410000 |ssim:0.9761| psnr:30.8055
step :415000 |ssim:0.9754| psnr:30.8255
step :420000 |ssim:0.9778| psnr:31.2615
 model saved at step :420000| max_psnr:31.2615|max_ssim:0.97782022-07-20 17:19:40
2022-07-20 18:04:23

step :275000 |ssim:0.9767| psnr:31.1068
 model saved at step :275000| max_psnr:31.1068|max_ssim:0.9767
step :280000 |ssim:0.9749| psnr:30.4567
step :285000 |ssim:0.9756| psnr:30.6849
step :290000 |ssim:0.9786| psnr:31.3180
 model saved at step :290000| max_psnr:31.3180|max_ssim:0.9786
step :295000 |ssim:0.9752| psnr:30.5409
step :300000 |ssim:0.9765| psnr:30.7959
step :305000 |ssim:0.9760| psnr:30.4807
step :310000 |ssim:0.9777| psnr:31.2789
step :315000 |ssim:0.9773| psnr:30.9586
step :320000 |ssim:0.9771| psnr:30.7136
step :325000 |ssim:0.9764| psnr:30.8468
step :330000 |ssim:0.9773| psnr:30.9271
step :335000 |ssim:0.9794| psnr:31.4333
 model saved at step :335000| max_psnr:31.4333|max_ssim:0.9794
step :340000 |ssim:0.9728| psnr:29.7438
step :345000 |ssim:0.9770| psnr:30.6409
step :350000 |ssim:0.9761| psnr:30.6945
step :355000 |ssim:0.9778| psnr:31.1622
step :360000 |ssim:0.9747| psnr:30.6176
step :365000 |ssim:0.9767| psnr:30.7183
step :370000 |ssim:0.9772| psnr:30.7398
step :375000 |ssim:0.9771| psnr:30.8827
step :380000 |ssim:0.9781| psnr:31.0890
step :385000 |ssim:0.9795| psnr:31.4390
 model saved at step :385000| max_psnr:31.4390|max_ssim:0.9795
step :390000 |ssim:0.9782| psnr:31.1156
step :395000 |ssim:0.9773| psnr:30.9743
step :400000 |ssim:0.9770| psnr:30.8545
step :405000 |ssim:0.9761| psnr:30.7118
step :410000 |ssim:0.9776| psnr:31.1072
step :415000 |ssim:0.9765| psnr:30.8237
step :420000 |ssim:0.9775| psnr:31.0347
step :425000 |ssim:0.9776| psnr:30.9140
step :430000 |ssim:0.9768| psnr:30.7797
step :435000 |ssim:0.9771| psnr:30.8187
step :440000 |ssim:0.9778| psnr:31.1210
step :445000 |ssim:0.9775| psnr:31.1006
step :450000 |ssim:0.9776| psnr:31.1076
step :455000 |ssim:0.9778| psnr:31.0910
step :460000 |ssim:0.9773| psnr:31.0188
step :465000 |ssim:0.9780| psnr:31.2150
step :470000 |ssim:0.9781| psnr:31.1640
step :475000 |ssim:0.9777| psnr:31.0245
step :480000 |ssim:0.9779| psnr:31.1253
step :485000 |ssim:0.9778| psnr:31.0914
step :490000 |ssim:0.9777| psnr:31.0752
step :495000 |ssim:0.9778| psnr:31.0973
step :500000 |ssim:0.9778| psnr:31.10802022-07-23 12:47:302022-07-26 13:40:41
2022-07-26 13:49:25

step :5000 |ssim:0.8853| psnr:27.4311
 model saved at step :5000| max_psnr:27.4311|max_ssim:0.8853
step :10000 |ssim:0.8929| psnr:27.2936
step :15000 |ssim:0.9036| psnr:27.8490
 model saved at step :15000| max_psnr:27.8490|max_ssim:0.9036
step :20000 |ssim:0.9044| psnr:27.2447
step :25000 |ssim:0.9031| psnr:27.5075
step :30000 |ssim:0.9134| psnr:27.8488
step :35000 |ssim:0.9150| psnr:28.3380
 model saved at step :35000| max_psnr:28.3380|max_ssim:0.9150
step :40000 |ssim:0.9117| psnr:27.9265
step :45000 |ssim:0.9128| psnr:27.5922
step :50000 |ssim:0.9128| psnr:27.9974
step :55000 |ssim:0.9184| psnr:28.3049
step :60000 |ssim:0.9196| psnr:28.1960
step :65000 |ssim:0.9157| psnr:28.2860
step :70000 |ssim:0.9217| psnr:28.6392
 model saved at step :70000| max_psnr:28.6392|max_ssim:0.92172022-07-27 14:06:24
psnr:29.1286 |ssim:0.9669psnr:24.3052 |ssim:0.7944
step :5000 |ssim:0.8806| psnr:26.7169
 model saved at step :5000| max_psnr:26.7169|max_ssim:0.8806psnr:29.6366 |ssim:0.9695psnr:25.2632 |ssim:0.8209
step :10000 |ssim:0.8952| psnr:27.4499
 model saved at step :10000| max_psnr:27.4499|max_ssim:0.8952psnr:30.2819 |ssim:0.9729psnr:25.8682 |ssim:0.8276
step :15000 |ssim:0.9002| psnr:28.0750
 model saved at step :15000| max_psnr:28.0750|max_ssim:0.9002psnr:29.2787 |ssim:0.9690psnr:26.1377 |ssim:0.8383
step :20000 |ssim:0.9036| psnr:27.7082psnr:29.5254 |ssim:0.9709psnr:26.4184 |ssim:0.8397
step :25000 |ssim:0.9053| psnr:27.9719psnr:29.9759 |ssim:0.9732psnr:26.3915 |ssim:0.8508
step :30000 |ssim:0.9120| psnr:28.1837
 model saved at step :30000| max_psnr:28.1837|max_ssim:0.9120psnr:29.8938 |ssim:0.9713psnr:26.7360 |ssim:0.8544
step :35000 |ssim:0.9129| psnr:28.3149
 model saved at step :35000| max_psnr:28.3149|max_ssim:0.9129psnr:29.1244 |ssim:0.9699psnr:26.7622 |ssim:0.8528
step :40000 |ssim:0.9114| psnr:27.9433psnr:28.8333 |ssim:0.9682psnr:27.0203 |ssim:0.8603
step :45000 |ssim:0.9142| psnr:27.9268psnr:29.6283 |ssim:0.9716psnr:27.1737 |ssim:0.8681
step :50000 |ssim:0.9199| psnr:28.4010
 model saved at step :50000| max_psnr:28.4010|max_ssim:0.9199psnr:29.8441 |ssim:0.9712psnr:26.9911 |ssim:0.8615
step :55000 |ssim:0.9163| psnr:28.4176psnr:29.0968 |ssim:0.9720psnr:27.3217 |ssim:0.8683
step :60000 |ssim:0.9202| psnr:28.2092psnr:29.9547 |ssim:0.9737psnr:27.3642 |ssim:0.8688
step :65000 |ssim:0.9212| psnr:28.6595
 model saved at step :65000| max_psnr:28.6595|max_ssim:0.9212psnr:29.6166 |ssim:0.9718psnr:27.3071 |ssim:0.8677
step :70000 |ssim:0.9198| psnr:28.4619psnr:29.6549 |ssim:0.9725psnr:27.1813 |ssim:0.8615
step :75000 |ssim:0.9170| psnr:28.4181psnr:29.8704 |ssim:0.9725psnr:27.3007 |ssim:0.8642
step :80000 |ssim:0.9183| psnr:28.5855psnr:28.9087 |ssim:0.9677psnr:27.5102 |ssim:0.8729
step :85000 |ssim:0.9203| psnr:28.2095psnr:29.7842 |ssim:0.9714psnr:27.3313 |ssim:0.8711
step :90000 |ssim:0.9212| psnr:28.5577psnr:28.8034 |ssim:0.9708psnr:27.5487 |ssim:0.8690
step :95000 |ssim:0.9199| psnr:28.1760psnr:29.8903 |ssim:0.9726psnr:27.5006 |ssim:0.8660
step :100000 |ssim:0.9193| psnr:28.6954psnr:29.6967 |ssim:0.9728psnr:27.7131 |ssim:0.8735
step :105000 |ssim:0.9231| psnr:28.7049
 model saved at step :105000| max_psnr:28.7049|max_ssim:0.9231psnr:29.9068 |ssim:0.9734psnr:27.7464 |ssim:0.8755
step :110000 |ssim:0.9244| psnr:28.8266
 model saved at step :110000| max_psnr:28.8266|max_ssim:0.9244psnr:29.8261 |ssim:0.9721psnr:27.8720 |ssim:0.8760
step :115000 |ssim:0.9240| psnr:28.8491psnr:29.5147 |ssim:0.9722psnr:27.8170 |ssim:0.8766
step :120000 |ssim:0.9244| psnr:28.6658psnr:29.1342 |ssim:0.9711psnr:27.7406 |ssim:0.8715
step :125000 |ssim:0.9213| psnr:28.4374psnr:29.6014 |ssim:0.9717psnr:27.7803 |ssim:0.8770
step :130000 |ssim:0.9243| psnr:28.6908psnr:29.3071 |ssim:0.9706psnr:27.8616 |ssim:0.8755
step :135000 |ssim:0.9231| psnr:28.5843psnr:29.8146 |ssim:0.9723psnr:27.8564 |ssim:0.8785
step :140000 |ssim:0.9254| psnr:28.8355
 model saved at step :140000| max_psnr:28.8355|max_ssim:0.9254psnr:29.4938 |ssim:0.9710psnr:27.8401 |ssim:0.8759
step :145000 |ssim:0.9235| psnr:28.6669psnr:30.0293 |ssim:0.9732psnr:27.7915 |ssim:0.8798
step :150000 |ssim:0.9265| psnr:28.9104
 model saved at step :150000| max_psnr:28.9104|max_ssim:0.9265psnr:29.7462 |ssim:0.9727psnr:27.4373 |ssim:0.8749
step :155000 |ssim:0.9238| psnr:28.5918psnr:29.9394 |ssim:0.9735psnr:27.8881 |ssim:0.8788
step :160000 |ssim:0.9262| psnr:28.9138psnr:29.5911 |ssim:0.9717psnr:27.9395 |ssim:0.8786
step :165000 |ssim:0.9251| psnr:28.7653psnr:30.0484 |ssim:0.9738psnr:28.0670 |ssim:0.8808
step :170000 |ssim:0.9273| psnr:29.0577
 model saved at step :170000| max_psnr:29.0577|max_ssim:0.9273psnr:29.2583 |ssim:0.9661psnr:26.9849 |ssim:0.8540
step :175000 |ssim:0.9101| psnr:28.1216psnr:29.3634 |ssim:0.9705psnr:27.9671 |ssim:0.8776
step :180000 |ssim:0.9240| psnr:28.6652psnr:29.3521 |ssim:0.9703psnr:28.0030 |ssim:0.8812
step :185000 |ssim:0.9258| psnr:28.6776psnr:29.0800 |ssim:0.9704psnr:28.1354 |ssim:0.8819
step :190000 |ssim:0.9261| psnr:28.6077psnr:29.6156 |ssim:0.9717psnr:27.9994 |ssim:0.8795
step :195000 |ssim:0.9256| psnr:28.8075psnr:29.5963 |ssim:0.9720psnr:28.0398 |ssim:0.8800
step :200000 |ssim:0.9260| psnr:28.8181psnr:29.5003 |ssim:0.9712psnr:28.1559 |ssim:0.8806
step :205000 |ssim:0.9259| psnr:28.8281psnr:29.4867 |ssim:0.9719psnr:28.1191 |ssim:0.8824
step :210000 |ssim:0.9272| psnr:28.8029psnr:29.6602 |ssim:0.9724psnr:28.0926 |ssim:0.8793
step :215000 |ssim:0.9259| psnr:28.8764psnr:29.4830 |ssim:0.9722psnr:28.0156 |ssim:0.8778
step :220000 |ssim:0.9250| psnr:28.7493psnr:29.7053 |ssim:0.9723psnr:28.1007 |ssim:0.8806
step :225000 |ssim:0.9265| psnr:28.9030psnr:29.6834 |ssim:0.9723psnr:28.1180 |ssim:0.8814
step :230000 |ssim:0.9269| psnr:28.9007psnr:29.7155 |ssim:0.9726psnr:28.0708 |ssim:0.8821
step :235000 |ssim:0.9273| psnr:28.8931psnr:29.6245 |ssim:0.9723psnr:28.1867 |ssim:0.8834
step :240000 |ssim:0.9279| psnr:28.9056psnr:29.6515 |ssim:0.9721psnr:28.1830 |ssim:0.8827
step :245000 |ssim:0.9274| psnr:28.9173psnr:29.7339 |ssim:0.9729psnr:28.2616 |ssim:0.8839
step :250000 |ssim:0.9284| psnr:28.9977psnr:29.7877 |ssim:0.9733psnr:28.2203 |ssim:0.8836
step :255000 |ssim:0.9285| psnr:29.0040psnr:30.0650 |ssim:0.9741psnr:28.1510 |ssim:0.8823
step :260000 |ssim:0.9282| psnr:29.1080
 model saved at step :260000| max_psnr:29.1080|max_ssim:0.9282psnr:29.7141 |ssim:0.9723psnr:28.2561 |ssim:0.8838
step :265000 |ssim:0.9280| psnr:28.9851psnr:29.8725 |ssim:0.9733psnr:28.1975 |ssim:0.8833
step :270000 |ssim:0.9283| psnr:29.0350psnr:29.9575 |ssim:0.9735psnr:28.2080 |ssim:0.8834
step :275000 |ssim:0.9285| psnr:29.0827psnr:29.9711 |ssim:0.9737psnr:28.2002 |ssim:0.8838
step :280000 |ssim:0.9288| psnr:29.0857psnr:29.6654 |ssim:0.9722psnr:28.2087 |ssim:0.8835
step :285000 |ssim:0.9278| psnr:28.9371psnr:29.5637 |ssim:0.9726psnr:28.1294 |ssim:0.8829
step :290000 |ssim:0.9278| psnr:28.8466psnr:29.8125 |ssim:0.9734psnr:28.2202 |ssim:0.8834
step :295000 |ssim:0.9284| psnr:29.0163psnr:29.8133 |ssim:0.9733psnr:28.2056 |ssim:0.8822
step :300000 |ssim:0.9277| psnr:29.0094psnr:29.8467 |ssim:0.9735psnr:28.1203 |ssim:0.8828
step :305000 |ssim:0.9281| psnr:28.9835psnr:29.8448 |ssim:0.9732psnr:28.2860 |ssim:0.8841
step :310000 |ssim:0.9286| psnr:29.0654psnr:29.7247 |ssim:0.9732psnr:28.2463 |ssim:0.8838
step :315000 |ssim:0.9285| psnr:28.9855psnr:29.9142 |ssim:0.9735psnr:28.2777 |ssim:0.8844
step :320000 |ssim:0.9289| psnr:29.0960psnr:29.7838 |ssim:0.9735psnr:28.2662 |ssim:0.8842
